"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","SepWT_3 Area","SepWT_2 Area","SepWT_1 Area","SepDel_1 Area","SepDel_2 Area","SepDel_3 Area","SepComp_1 Area","SepComp_2 Area","SepComp_3 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
1413,true,"MMAR_0351|MMAR_0351|conserved",34.27,36.84,4,4,"Carbamidomethylation; Deamidation (NQ)",1722.3435,1952.0403,1681.0265,1708.6726,1596.0201,1386.9573,499.27014,801.885,543.1555,1.02:1.16:1.00:1.02:0.95:0.83:0.30:0.48:0.32,1785.1367,1563.8833,614.77026,1.00:0.88:0.34,14922,"hypothetical protein|134 AA"
2198,true,"MMAR_3505|MMAR_3505|conserved",28.00,7.42,2,2,"",289.59186,321.676,314.05023,430.6392,338.5124,457.77,245.94019,218.4491,222.02586,0.92:1.02:1.00:1.37:1.08:1.46:0.78:0.70:0.71,308.4394,408.97385,228.80505,1.00:1.33:0.74,48028,"hypothetical hydrolase|446 AA"
1009,true,"MMAR_1572|MMAR_1572|hypothetical",28.79,18.24,7,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",1141.6431,1361.7325,1923.4353,2696.0393,2759.9204,2932.214,1048.7427,713.8991,596.4208,0.59:0.71:1.00:1.40:1.43:1.52:0.55:0.37:0.31,1475.6036,2796.058,786.3542,1.00:1.89:0.53,32289,"alanine and valine rich protein|297 AA"
2920,true,"MMAR_1769|drrC|daunorubicin-DIM-transport",61.27,7.33,1,1,"Acetylation (Protein N-term)",71.113045,89.68289,41.487053,88.995895,85.19593,109.55704,0.0,0.0,0.0,1.71:2.16:1.00:2.15:2.05:2.64:0.00:0.00:0.00,67.427666,94.582954,0.0,1.00:1.40:0.00,29802,"integral membrane protein ABC transporter DrrC|274 AA"
1881,true,"MMAR_1453|MMAR_1453|transposase,",18.91,34.41,4,3,"",1294.5951,805.6305,1242.7748,1603.4243,1227.3702,1594.5715,600.6825,865.44714,556.51,1.04:0.65:1.00:1.29:0.99:1.28:0.48:0.70:0.45,1114.3335,1475.1221,674.2132,1.00:1.32:0.61,10619,"ISMyma01_aa1|94 AA"
618,true,"MMAR_3731|MMAR_3731|conserved",66.51,33.23,13,10,"Oxidation (M)",6689.767,7431.43,7048.997,11520.89,11175.842,10474.629,2812.3503,2448.7717,2600.1519,0.95:1.05:1.00:1.63:1.59:1.49:0.40:0.35:0.37,7056.7314,11057.12,2620.4248,1.00:1.57:0.37,36329,"hypothetical protein|326 AA"
1408,true,"MMAR_3620|MMAR_3620|conserved",23.42,15.17,4,4,"Carbamidomethylation",1065.9451,934.76587,1355.1852,1755.2072,1458.1901,1495.732,889.14355,609.5811,552.67975,0.79:0.69:1.00:1.30:1.08:1.10:0.66:0.45:0.41,1118.6321,1569.7097,683.80145,1.00:1.40:0.61,31572,"hypothetical protein|291 AA"
840,true,"MMAR_0071|MMAR_0071|transcriptional",50.96,36.79,10,8,"Oxidation (M)",4525.251,4519.162,4658.9775,8489.038,7364.245,6811.677,2489.5852,2090.7578,2406.3857,0.97:0.97:1.00:1.82:1.58:1.46:0.53:0.45:0.52,4567.797,7554.9863,2328.9094,1.00:1.65:0.51,22790,"regulatory protein|213 AA"
2144,true,"MMAR_0398|MMAR_0398|conserved",6.52,4.27,2,1,"",693.21216,63.264282,149.3397,359.03284,331.78622,650.92975,54.0372,144.42346,191.12767,4.64:0.42:1.00:2.40:2.22:4.36:0.36:0.97:1.28,301.93872,447.2496,129.86278,1.00:1.48:0.43,26653,"hypothetical protein|235 AA"
102,true,"MMAR_0785|lpd|dihydrolipoamide",109.02,61.46,37,31,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",68289.39,69781.67,68764.92,77320.28,76808.47,77160.25,32336.426,32315.324,32586.098,0.99:1.01:1.00:1.12:1.12:1.12:0.47:0.47:0.47,68945.33,77096.336,32412.617,1.00:1.12:0.47,49562,"dehydrogenase Lpd|468 AA"
1263,true,"MMAR_4033|fab|3-oxoacyl-[acyl-carrier",41.32,25.00,6,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",726.7478,844.85254,815.7106,2638.5596,2184.3865,1885.2072,778.34033,687.4673,861.11554,0.89:1.04:1.00:3.23:2.68:2.31:0.95:0.84:1.06,795.77026,2236.051,775.64105,1.00:2.81:0.97,25918,"protein] reductase FabG|249 AA"
586,true,"MMAR_1221|amiA1|N-acyl-L-amino",39.74,31.36,10,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4292.8687,4501.552,5135.218,6532.907,4815.609,5678.3926,2029.8584,2361.3062,2073.0947,0.84:0.88:1.00:1.27:0.94:1.11:0.40:0.46:0.40,4643.213,5675.636,2154.7532,1.00:1.22:0.46,41442,"acid amidohydrolase AmiA1|390 AA"
565,true,"MMAR_4225|glgC|glucose-1-phosphate",85.73,38.12,14,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",12220.661,12173.3,12684.976,16363.037,15342.76,15838.379,4930.622,4965.6675,4935.3223,0.96:0.96:1.00:1.29:1.21:1.25:0.39:0.39:0.39,12359.6455,15848.059,4943.8706,1.00:1.28:0.40,43627,"adenylyltransferase GlgC|405 AA"
1538,true,"MMAR_4454|esxN_1|EsaT-6",42.40,71.28,6,4,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",1619.6758,1786.6852,1904.4661,3789.913,2909.4678,3636.1543,1364.0208,1381.3438,1317.6912,0.85:0.94:1.00:1.99:1.53:1.91:0.72:0.73:0.69,1770.2756,3445.1785,1354.3518,1.00:1.95:0.77,9940,"like protein EsxN_1|95 AA"
2116,true,"MMAR_1254|MMAR_1254|nucleotide-binding",23.82,10.19,2,2,"Carbamidomethylation",951.1538,941.46625,948.3139,1135.9341,861.83936,933.0705,237.4236,71.063225,280.4052,1.00:0.99:1.00:1.20:0.91:0.98:0.25:0.07:0.30,946.978,976.94794,233.99637,1.00:1.03:0.25,22516,"protein|217 AA"
2269,true,"MMAR_4948|MMAR_4948|conserved",6.10,19.16,2,2,"",472.8891,411.42908,496.95953,910.39764,506.0761,429.48547,405.4192,446.78745,359.2552,0.95:0.83:1.00:1.83:1.02:0.86:0.82:0.90:0.72,460.4259,615.3197,403.82062,1.00:1.34:0.88,18616,"protein|168 AA"
1363,true,"MMAR_0059|MMAR_0059|transcriptional",57.12,51.50,8,7,"Carbamidomethylation; Oxidation (M)",3360.4165,3291.768,3647.167,5666.353,5884.501,5663.876,2325.5535,2349.2485,2596.7493,0.92:0.90:1.00:1.55:1.61:1.55:0.64:0.64:0.71,3433.1172,5738.243,2423.8503,1.00:1.67:0.71,17892,"regulatory protein|168 AA"
275,true,"MMAR_3301|MMAR_3301|conserved",53.89,58.11,24,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",8490.747,9482.157,8495.622,8169.6606,9168.961,8621.275,4365.0083,4366.5303,4480.8853,1.00:1.12:1.00:0.96:1.08:1.01:0.51:0.51:0.53,8822.842,8707.792,4404.1416,1.00:0.99:0.50,57691,"protein|531 AA"
174,true,"MMAR_2457|pheT|phenylalanyl-tRNA",11.25,36.31,33,28,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",8006.293,9150.365,18070.615,14596.912,11215.465,14479.768,4983.836,3677.331,9590.325,0.44:0.51:1.00:0.81:0.62:0.80:0.28:0.20:0.53,11742.424,13430.715,6083.831,1.00:1.14:0.52,88040,"synthetase, beta chain PheT|830 AA"
118,true,"MMAR_3809|tig|trigger",65.22,55.99,25,24,"Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",51164.13,52414.566,56187.89,48219.887,47825.258,45031.79,23743.303,23655.154,23207.324,0.91:0.93:1.00:0.86:0.85:0.80:0.42:0.42:0.41,53255.53,47025.645,23535.262,1.00:0.88:0.44,52332,"factor (TF) protein Tig|485 AA"
1940,true,"MMAR_0881|pnp|5'-methylthioadenosine",49.12,10.61,2,2,"Carbamidomethylation",1411.2511,1611.6257,1589.9242,2362.024,1862.8511,1946.0845,504.01007,569.7302,621.9952,0.89:1.01:1.00:1.49:1.17:1.22:0.32:0.36:0.39,1537.6003,2056.9866,565.2452,1.00:1.34:0.37,28134,"phosphorylase, Pnp|265 AA"
1354,true,"MMAR_4569|echA12_2|enoyl-CoA",20.24,27.24,5,5,"Carbamidomethylation; Oxidation (M)",990.374,1046.6658,761.84985,1183.4949,795.54895,956.0714,590.73505,275.89468,316.51956,1.30:1.37:1.00:1.55:1.04:1.25:0.78:0.36:0.42,932.9632,978.37177,394.3831,1.00:1.05:0.42,28403,"hydratase, EchA12_2|269 AA"
226,true,"MMAR_1225|glpD2|glycerol-3-phosphate",73.23,39.32,24,22,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6720.4854,7240.4517,7532.2065,10493.682,10153.418,10130.593,3102.1667,3074.1436,2974.2336,0.89:0.96:1.00:1.39:1.35:1.34:0.41:0.41:0.39,7164.3813,10259.23,3050.1814,1.00:1.43:0.43,63231,"dehydrogenase GlpD2|586 AA"
2199,true,"MMAR_1782|rnc|ribonuclease",33.15,9.96,2,2,"",1244.1752,1422.1678,1169.4169,2024.033,2061.5771,2132.827,544.57806,901.49207,716.39795,1.06:1.22:1.00:1.73:1.76:1.82:0.47:0.77:0.61,1278.5867,2072.8125,720.82275,1.00:1.62:0.56,25357,"III Rnc|242 AA"
1589,true,"MMAR_1121|MMAR_1121|conserved",23.52,19.87,2,2,"",501.2979,309.17935,664.19995,1456.1497,1349.0627,1149.5051,302.09012,74.59191,175.30522,0.75:0.47:1.00:2.19:2.03:1.73:0.45:0.11:0.26,491.55908,1318.2391,183.99576,1.00:2.68:0.37,16621,"hypothetical protein|157 AA"
286,true,"MMAR_1052|rpsE|30S",58.31,71.88,21,20,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",58755.652,64451.375,63212.016,107573.0,109374.77,110185.586,52306.81,47148.01,47564.64,0.93:1.02:1.00:1.70:1.73:1.74:0.83:0.75:0.75,62139.68,109044.45,49006.484,1.00:1.75:0.79,22935,"ribosomal protein S5, RpsE|225 AA"
1261,true,"MMAR_4535|fadE12|acyl-CoA",39.43,13.92,5,4,"Carbamidomethylation; Oxidation (M)",1018.2212,1346.7987,1114.7521,1835.4023,2040.084,2184.364,332.53503,397.31006,557.2457,0.91:1.21:1.00:1.65:1.83:1.96:0.30:0.36:0.50,1159.924,2019.9502,429.03027,1.00:1.74:0.37,41678,"dehydrogenase FadE12|389 AA"
942,true,"MMAR_2496|MMAR_2496|conserved",18.61,30.69,6,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",3252.2651,3611.9207,3712.879,4668.188,2298.089,3964.7964,1862.4075,1709.8457,1775.9983,0.88:0.97:1.00:1.26:0.62:1.07:0.50:0.46:0.48,3525.6882,3643.6912,1782.7505,1.00:1.03:0.51,29463,"protein|278 AA"
956,true,"MMAR_4365|MMAR_4365|conserved",44.34,41.73,10,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4927.482,4024.1362,5127.171,8392.053,7020.0684,6856.54,1926.1716,1896.3678,2354.1057,0.96:0.78:1.00:1.64:1.37:1.34:0.38:0.37:0.46,4692.9297,7422.887,2058.8816,1.00:1.58:0.44,27823,"protein|267 AA"
1849,true,"MMAR_4453|esxP|EsaT-6",10.07,18.37,2,1,"",170.64246,181.21979,168.20857,582.2648,556.51135,619.9586,34.484463,303.9109,274.06882,1.01:1.08:1.00:3.46:3.31:3.69:0.21:1.81:1.63,173.35693,586.24493,204.15472,1.00:3.38:1.18,10898,"like protein EsxP|99 AA"
146,true,"MMAR_0360|MMAR_0360|short-chain",39.89,90.56,18,17,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",92188.2,107931.766,100580.8,144638.72,141967.22,145213.34,46487.46,47587.875,64237.13,0.92:1.07:1.00:1.44:1.41:1.44:0.46:0.47:0.64,100233.59,143939.77,52770.82,1.00:1.44:0.53,29786,"type dehydrogenase/reductase|287 AA"
1272,true,"MMAR_3099|MMAR_3099|polyketide",3.83,1.06,4,2,"Deamidation (NQ)",777.6853,932.0547,567.66754,598.08417,907.7301,428.30792,701.8324,961.5747,911.89355,1.37:1.64:1.00:1.05:1.60:0.75:1.24:1.69:1.61,759.13586,644.7074,858.43353,1.00:0.85:1.13,294714,"synthase and peptide synthetase|2832 AA"
651,true,"MMAR_3355|MMAR_3355|oxidoreductase|318",68.75,43.22,14,12,"Deamidation (NQ); Oxidation (M)",6466.31,6713.45,7148.0625,9920.989,9432.276,9218.08,2740.6836,2965.3533,2939.6777,0.90:0.94:1.00:1.39:1.32:1.29:0.38:0.41:0.41,6775.9414,9523.782,2881.9048,1.00:1.41:0.43,33621,"AA"
615,true,"MMAR_5023|MMAR_5023|2-keto-4-pentenoate",53.42,49.04,16,13,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4303.6323,5369.6094,5092.811,8108.505,7596.771,7156.592,2016.2175,1716.9729,1666.9695,0.85:1.05:1.00:1.59:1.49:1.41:0.40:0.34:0.33,4922.0176,7620.6226,1800.0532,1.00:1.55:0.37,27953,"hydratase|262 AA"
915,true,"MMAR_3245|asnB|asparagine",29.93,18.07,9,9,"Carbamidomethylation; Oxidation (M)",1315.6019,1476.5297,1752.095,3111.834,2701.7852,3052.026,1041.9028,878.322,535.84863,0.75:0.84:1.00:1.78:1.54:1.74:0.59:0.50:0.31,1514.7422,2955.215,818.69116,1.00:1.95:0.54,73613,"synthetase AsnB|665 AA"
2549,true,"MMAR_2632|MMAR_2632|conserved",14.44,10.19,2,1,"Deamidation (NQ)",395.09964,483.64038,436.83533,211.19269,170.475,428.12955,225.24426,182.24335,170.4905,0.90:1.11:1.00:0.48:0.39:0.98:0.52:0.42:0.39,438.52512,269.9324,192.65936,1.00:0.62:0.44,20808,"membrane protein|207 AA"
1101,true,"MMAR_3457|MMAR_3457|conserved",54.88,17.60,5,5,"Oxidation (M)",2270.306,2702.265,3112.1152,3943.4722,3856.9119,3564.4712,677.63635,729.287,791.80786,0.73:0.87:1.00:1.27:1.24:1.15:0.22:0.23:0.25,2694.8955,3788.285,732.9104,1.00:1.41:0.27,42272,"hypothetical protein|393 AA"
1793,true,"MMAR_0329|MMAR_0329|phosphoesterase|166",29.67,23.03,3,3,"Acetylation (Protein N-term); Carbamidomethylation",978.6829,889.2206,702.04755,2336.5205,1438.3044,1942.0552,720.89935,609.71423,535.2592,1.39:1.27:1.00:3.33:2.05:2.77:1.03:0.87:0.76,856.6503,1905.6267,621.9576,1.00:2.22:0.73,18145,"AA"
2593,true,"MMAR_4855|MMAR_4855|conserved",35.05,6.57,1,1,"",120.64903,245.89821,183.87785,749.2802,641.8181,748.96234,98.90365,150.83432,134.78143,0.66:1.34:1.00:4.07:3.49:4.07:0.54:0.82:0.73,183.47504,713.3536,128.17313,1.00:3.89:0.70,23503,"hypothetical protein|214 AA"
885,true,"MMAR_1660|MMAR_1660|conserved",54.13,44.64,11,10,"Oxidation (M)",4978.429,4434.8438,4908.7104,5640.1323,6702.7363,6233.6855,1592.2338,1723.1262,1938.7667,1.01:0.90:1.00:1.15:1.37:1.27:0.32:0.35:0.39,4773.9946,6192.1846,1751.3755,1.00:1.30:0.37,30380,"ATP-binding protein ABC transporter|281 AA"
2658,true,"MMAR_2876|MMAR_2876|conserved",15.59,3.04,1,1,"Carbamidomethylation",1318.656,1208.4371,1168.9576,290.6896,418.96454,365.5106,125.94446,502.16895,548.26697,1.13:1.03:1.00:0.25:0.36:0.31:0.11:0.43:0.47,1232.017,358.38824,392.1268,1.00:0.29:0.32,43724,"hypothetical regulatory protein|396 AA"
1860,true,"MMAR_5162|nth|endonuclease",34.57,17.31,3,3,"Oxidation (M)",924.38245,897.2287,776.79,1922.3821,1535.291,1458.0493,232.95161,453.42267,355.32233,1.19:1.16:1.00:2.47:1.98:1.88:0.30:0.58:0.46,866.1337,1638.5742,347.2322,1.00:1.89:0.40,28714,"III Nth |261 AA"
2614,true,"MMAR_1714|MMAR_1714|alanine",2.32,2.10,1,1,"",533.8428,72.07613,523.1102,128.69807,349.6786,99.33122,338.5347,272.70657,338.62668,1.02:0.14:1.00:0.25:0.67:0.19:0.65:0.52:0.65,376.34305,192.56929,316.62265,1.00:0.51:0.84,50083,"rich dehydrogenase|477 AA"
1287,true,"MMAR_5077|MMAR_5077|conserved",59.87,22.22,6,5,"Carbamidomethylation; Oxidation (M)",5283.2886,5386.031,5911.877,5436.337,5039.486,4745.4897,1581.0271,1388.0061,1307.7898,0.89:0.91:1.00:0.92:0.85:0.80:0.27:0.23:0.22,5527.0654,5073.771,1425.6077,1.00:0.92:0.26,33198,"hypothetical Zn-dependent hydrolase|307 AA"
561,true,"MMAR_5064|bphD|2-hydroxy-6-OXO-6-phenylhexa-2,4-dienoate",26.02,46.78,18,16,"Oxidation (M)",8044.1914,10572.266,6381.5044,7955.143,6310.861,8635.512,3496.623,3550.3926,3887.7422,1.26:1.66:1.00:1.25:0.99:1.35:0.55:0.56:0.61,8332.654,7633.839,3644.9192,1.00:0.92:0.44,32568,"hydrolase BphD|296 AA"
2820,true,"MMAR_0708|MMAR_0708|beta",2.59,5.60,1,1,"",228.70209,251.07938,252.29881,471.91162,89.08122,112.70129,173.22461,131.55064,156.01909,0.91:1.00:1.00:1.87:0.35:0.45:0.69:0.52:0.62,244.02676,224.56471,153.59811,1.00:0.92:0.63,26982,"lactamase-like protein|251 AA"
472,true,"MMAR_5455|MMAR_5455|conserved",58.32,29.64,17,17,"Carbamidomethylation; Oxidation (M)",11069.646,11066.535,12305.505,19992.318,17468.305,16518.482,3478.863,2957.3716,2707.8657,0.90:0.90:1.00:1.62:1.42:1.34:0.28:0.24:0.22,11480.5625,17993.035,3048.0334,1.00:1.57:0.27,79251,"hypothetical alanine and proline rich protein|777 AA"
2349,true,"MMAR_5402|hns|histone-like",32.08,7.69,2,2,"",1081.1943,1433.259,1087.4417,2297.993,2070.6626,1776.3594,255.62071,526.19543,216.87703,0.99:1.32:1.00:2.11:1.90:1.63:0.24:0.48:0.20,1200.6317,2048.3384,332.89774,1.00:1.71:0.28,16132,"protein Hns|157 AA"
622,true,"MMAR_4355|ispH|4-hydroxy-3-methylbut-2-enyl",70.72,42.77,12,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5556.483,5845.0054,5994.8955,8954.393,9509.286,8733.391,3071.9556,3023.2893,2920.3225,0.93:0.97:1.00:1.49:1.59:1.46:0.51:0.50:0.49,5798.7944,9065.689,3005.189,1.00:1.56:0.52,35985,"diphosphate reductase IspH|333 AA"
1981,true,"MMAR_2643|MMAR_2643|conserved",16.12,33.33,3,3,"Carbamidomethylation",1844.4684,2191.7417,2732.088,2544.4197,2814.57,3269.1204,1957.056,1862.8286,1587.5089,0.68:0.80:1.00:0.93:1.03:1.20:0.72:0.68:0.58,2256.0994,2876.0366,1802.4645,1.00:1.27:0.80,14965,"hypothetical protein|142 AA"
210,true,"MMAR_2268|MMAR_2268|conserved",58.05,89.23,22,20,"Deamidation (NQ); Oxidation (M)",57931.41,60796.434,56644.13,184170.78,158591.66,142941.94,30246.895,24656.365,27129.723,1.02:1.07:1.00:3.25:2.80:2.52:0.53:0.44:0.48,58457.324,161901.45,27344.326,1.00:2.77:0.47,28026,"ATP-binding protein ABC transporter|261 AA"
1018,true,"MMAR_1129|MMAR_1129|PPE",40.93,11.91,6,5,"Deamidation (NQ); Oxidation (M)",13318.879,15169.842,15760.327,13122.404,12185.744,12668.572,7836.4893,8561.912,8578.768,0.85:0.96:1.00:0.83:0.77:0.80:0.50:0.54:0.54,14749.683,12658.907,8325.723,1.00:0.86:0.56,55795,"family protein|572 AA"
355,false,"#CONTAM#cont|000142|",44.54,70.73,5,4,"Deamidation (NQ); Oxidation (M)",310226.84,321431.78,298940.22,300353.56,325774.1,340293.06,160924.83,180508.05,187422.42,1.04:1.08:1.00:1.00:1.09:1.14:0.54:0.60:0.63,310199.62,322140.25,176285.1,1.00:1.04:0.57,8819,"pdb|1EPT_B| B Chain B, Porcine E-Trypsin (E.C.3.4.21.4) [Sus scrofa (contaminant)]"
3027,true,"MMAR_4784|MMAR_4784|dehydrogenase",71.86,2.96,1,1,"",86.53098,50.56977,76.13174,98.73619,105.766266,103.09691,0.0,0.0,0.0,1.14:0.66:1.00:1.30:1.39:1.35:0.00:0.00:0.00,71.0775,102.53312,0.0,1.00:1.44:0.00,31784,"|305 AA"
437,true,"MMAR_2463|argJ|glutamate",30.21,45.05,16,14,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",21215.307,22986.56,23673.867,37200.098,27201.824,23883.023,13449.918,12490.143,11436.404,0.90:0.97:1.00:1.57:1.15:1.01:0.57:0.53:0.48,22625.244,29428.316,12458.821,1.00:1.30:0.55,41294,"N-acetyltransferase ArgJ|405 AA"
1149,true,"MMAR_2084|MMAR_2084|conserved",0.60,21.66,7,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",7731.097,1005.28613,1344.3241,7828.301,1639.0894,1489.2782,3223.791,2832.0454,566.44324,5.75:0.75:1.00:5.82:1.22:1.11:2.40:2.11:0.42,7658.5776,3652.223,2920.5383,1.00:0.48:0.38,31586,"hypothetical protein|315 AA"
1471,true,"MMAR_4645|MMAR_4645|conserved",51.23,47.37,6,5,"Carbamidomethylation; Oxidation (M)",1091.08,1357.1619,1282.6931,2260.1238,2487.517,2618.5452,760.5128,816.00995,779.2074,0.85:1.06:1.00:1.76:1.94:2.04:0.59:0.64:0.61,1243.645,2455.3953,785.2434,1.00:1.97:0.63,16108,"protein|153 AA"
1504,true,"MMAR_4172|MMAR_4172|conserved",37.72,11.79,2,2,"",520.6883,310.57462,479.72272,835.51117,846.5228,722.58923,170.30591,105.915184,108.62823,1.09:0.65:1.00:1.74:1.76:1.51:0.36:0.22:0.23,436.9952,801.5411,128.28311,1.00:1.83:0.29,21686,"hypothetical protein|196 AA"
791,true,"MMAR_3808|clpP1|ATP-dependent",73.65,43.94,8,8,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",25275.156,26508.785,27345.824,37700.46,38742.348,36880.188,14235.253,14495.463,13931.195,0.92:0.97:1.00:1.38:1.42:1.35:0.52:0.53:0.51,26376.59,37774.332,14220.637,1.00:1.43:0.54,21488,"CLP protease proteolytic subunit 1 ClpP1 |199 AA"
461,true,"MMAR_1527|prfB|peptide",74.14,41.78,16,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",13705.662,13178.763,13954.221,15850.107,15302.68,15440.532,5963.4053,6407.0293,6087.0884,0.98:0.94:1.00:1.14:1.10:1.11:0.43:0.46:0.44,13612.882,15531.107,6152.508,1.00:1.14:0.45,41493,"chain release factor 2 PrfB|372 AA"
98,true,"MMAR_1262|fadE25|acyl-CoA",59.03,68.89,25,24,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",78831.03,80855.62,78071.68,72067.61,78616.586,77635.86,32579.594,34916.234,37234.125,1.01:1.04:1.00:0.92:1.01:0.99:0.42:0.45:0.48,79252.78,76106.69,34909.984,1.00:0.96:0.44,41509,"dehydrogenase FadE25|390 AA"
781,true,"MMAR_5323|MMAR_5323|O-methyltransferase|315",34.09,40.13,10,8,"Oxidation (M)",3587.1377,3515.8481,4015.0938,5640.9688,5875.877,5592.393,2883.5376,2149.7788,2916.8013,0.89:0.88:1.00:1.40:1.46:1.39:0.72:0.54:0.73,3706.0266,5703.0796,2650.0393,1.00:1.54:0.72,34468,"AA"
1111,true,"MMAR_4823|cspA|cold",7.34,80.60,9,7,"Deamidation (NQ)",8401.795,49970.293,51253.6,46532.164,47815.406,12793.267,12562.742,10951.463,5044.6035,0.16:0.97:1.00:0.91:0.93:0.25:0.25:0.21:0.10,36541.9,35713.613,9519.603,1.00:0.98:0.26,7354,"shock protein a, CspA|68 AA"
624,true,"MMAR_1778|tesA|thioesterase",60.07,41.37,11,10,"Carbamidomethylation; Oxidation (M)",6024.057,5508.3765,6161.3516,7758.5596,7556.24,7494.4785,3018.1235,2786.6704,2655.5278,0.98:0.89:1.00:1.26:1.23:1.22:0.49:0.45:0.43,5897.9287,7603.093,2820.1072,1.00:1.29:0.48,27569,"TesA|250 AA"
1995,true,"MMAR_4131|MMAR_4131|conserved",20.24,26.71,2,2,"",398.78235,506.2694,580.4811,1100.7075,729.70325,704.3084,419.69366,323.42053,426.2843,0.69:0.87:1.00:1.90:1.26:1.21:0.72:0.56:0.73,495.1776,844.9064,416.96423,1.00:1.71:0.84,17277,"hypothetical transcriptional regulatory protein|162 AA"
1855,true,"MMAR_5041|MMAR_5041|CoA-transferase",22.15,14.98,3,3,"",436.267,480.7962,357.52313,275.4579,204.01503,238.96922,297.22702,274.30634,335.5219,1.22:1.34:1.00:0.77:0.57:0.67:0.83:0.77:0.94,424.86212,239.48071,302.35175,1.00:0.56:0.71,27052,"(beta subunit)|248 AA"
1762,true,"MMAR_0980|mmaA1|methoxy",24.19,6.64,2,2,"",225.34839,498.1885,507.17453,1455.5089,1282.0836,1088.821,259.14532,130.24268,64.14734,0.44:0.98:1.00:2.87:2.53:2.15:0.51:0.26:0.13,410.23715,1275.4712,151.17845,1.00:3.11:0.37,32695,"mycolic acid synthase 1 Mma1|287 AA"
1975,true,"MMAR_4466|MMAR_4466|transcriptional",66.27,17.22,3,3,"",5065.2104,4621.974,4843.1816,4836.5986,5446.5806,5282.005,1624.2125,1750.8451,1704.0408,1.05:0.95:1.00:1.00:1.12:1.09:0.34:0.36:0.35,4843.4556,5188.3945,1693.0328,1.00:1.07:0.35,23029,"regulatory protein (probably TetR-family)|210 AA"
3037,true,"MMAR_3800|MMAR_3800|beta-ketoacyl",31.58,5.70,1,1,"Carbamidomethylation",161.31232,92.69728,128.78944,309.25198,298.74173,211.24858,75.97443,75.109604,69.84911,1.25:0.72:1.00:2.40:2.32:1.64:0.59:0.58:0.54,127.59968,273.08075,73.64438,1.00:2.14:0.58,34295,"synthase-like protein|317 AA"
1770,true,"MMAR_4457|MMAR_4457|hydantoin",44.17,14.63,3,3,"Carbamidomethylation; Oxidation (M)",2936.5684,3330.6597,2974.5608,2509.415,2105.1404,1773.4158,1005.8556,961.77563,976.00635,0.99:1.12:1.00:0.84:0.71:0.60:0.34:0.32:0.33,3080.5962,2129.3237,981.2125,1.00:0.69:0.32,25633,"racemase|247 AA"
473,true,"MMAR_3479|MMAR_3479|two",30.29,30.60,17,15,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",3072.6794,2467.9575,2290.4036,5880.1045,5051.3633,5127.786,2237.1,1532.1837,1253.772,1.34:1.08:1.00:2.57:2.21:2.24:0.98:0.67:0.55,2610.3467,5353.0845,1674.3519,1.00:2.05:0.64,59241,"component sensor histidine kinase |550 AA"
2340,true,"MMAR_5459|mycP3_1|membrane-anchored",35.02,2.99,1,1,"Deamidation (NQ)",118.5403,102.7104,102.044716,246.63577,344.04346,250.82071,168.21559,144.62064,143.68063,1.16:1.01:1.00:2.42:3.37:2.46:1.65:1.42:1.41,107.76514,280.49997,152.17229,1.00:2.60:1.41,47718,"serine protease (mycosin), MycP3_1|469 AA"
1502,true,"MMAR_3627|MMAR_3627|conserved",16.39,33.54,4,4,"Carbamidomethylation",709.09827,869.9592,490.70483,1395.6168,1622.9767,1048.3262,693.0762,698.9724,917.0544,1.45:1.77:1.00:2.84:3.31:2.14:1.41:1.42:1.87,689.9208,1355.6399,769.701,1.00:1.96:1.12,16878,"hypothetical protein|159 AA"
