"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","NovWT_1 Area","NovWT_2 Area","NovWT_3 Area","NovDel_1 Area","NovDel_2 Area","NovDel_3 Area","NovComp_3 Area","NovComp_1 Area","NovComp_2 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
3333,true,"MMAR_4184|cyp130A4|cytochrome",1.40,2.42,2,1,"Deamidation (NQ)",86.0718,170.03677,163.83574,158.81961,88.68476,164.22514,235.13513,57.775818,666.1996,1.00:1.98:1.90:1.85:1.03:1.91:2.73:0.67:7.74,139.98145,137.24316,319.70352,1.00:0.98:2.28,45240,"P450 130A4 Cyp130A4|414 AA"
162,true,"MMAR_5275|fadD15_1|long-chain-fatty-acid-CoA",13.37,52.17,50,30,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",41930.86,46977.773,50579.04,62711.99,59509.176,65527.867,33831.023,12333.133,36246.9,1.00:1.12:1.21:1.50:1.42:1.56:0.81:0.29:0.86,46495.89,62583.008,27470.354,1.00:1.35:0.59,64337,"ligase FadD15_1|601 AA"
206,true,"MMAR_0709|fgd1|F420-dependent",17.92,60.42,41,26,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",133696.05,132685.64,131736.66,141715.22,135759.25,132628.9,106003.7,71157.945,102446.836,1.00:0.99:0.99:1.06:1.02:0.99:0.79:0.53:0.77,132706.11,136701.11,93202.83,1.00:1.03:0.70,37249,"glucose-6-phosphate dehydrogenase Fgd1|337 AA"
2597,true,"#CONTAM#cont|000125|",60.70,4.80,1,1,"Deamidation (NQ); Oxidation (M)",102.11121,130.54956,206.82535,173.42593,94.14935,152.66245,0.0,0.0,0.0,1.00:1.28:2.03:1.70:0.92:1.50:0.00:0.00:0.00,146.49538,140.07924,0.0,1.00:0.96:0.00,59914,"spt|P02538| Keratin, type II cytoskeletal 6A (Cytokeratin 6A) (CK 6A) (K6a keratin) [Homo sapiens (contaminant)]"
1786,true,"MMAR_1736|MMAR_1736|conserved",14.47,71.88,4,4,"Oxidation (M)",6214.461,5481.926,6619.006,2202.1594,2661.195,1751.9446,605.08435,3505.1707,537.97974,1.00:0.88:1.07:0.35:0.43:0.28:0.10:0.56:0.09,6105.131,2205.0996,1578.9277,1.00:0.36:0.26,10950,"hypothetical protein|97 AA"
1064,true,"MMAR_5231|recR|recombination",42.93,69.95,11,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",21155.998,19320.588,19253.047,8810.787,8508.357,7977.606,387.06497,834.2498,1201.7606,1.00:0.91:0.91:0.42:0.40:0.38:0.02:0.04:0.06,19909.877,8432.25,900.2642,1.00:0.42:0.05,22132,"protein RecR|204 AA"
1810,true,"MMAR_0339|MMAR_0339|conserved",5.53,28.11,8,6,"Carbamidomethylation; Oxidation (M)",2079.063,1598.3335,2061.2107,2233.1748,1735.5648,1758.427,2079.1658,1300.892,1008.0275,1.00:0.77:0.99:1.07:0.83:0.85:1.00:0.63:0.48,1912.8691,1909.0557,1462.6952,1.00:1.00:0.76,40959,"hypothetical protein|371 AA"
461,true,"MMAR_0962|echA3|enoyl-CoA",38.45,74.46,21,13,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",115619.836,117035.28,113190.64,95896.2,88024.34,92527.3,81888.836,89334.164,84931.29,1.00:1.01:0.98:0.83:0.76:0.80:0.71:0.77:0.73,115281.92,92149.28,85384.766,1.00:0.80:0.74,24426,"hydratase, EchA3|232 AA"
1288,true,"MMAR_3285|lipB|lipoate",38.73,24.48,9,5,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M); Pyro-glu from Q",3935.7817,4535.992,3989.6104,9041.03,7916.0005,9107.685,1158.5355,1616.2489,722.33527,1.00:1.15:1.01:2.30:2.01:2.31:0.29:0.41:0.18,4246.588,8688.238,1165.7065,1.00:2.05:0.27,25079,"biosynthesis protein B LipB|242 AA"
2402,true,"MMAR_4610|MMAR_4610|conserved",37.35,13.91,2,2,"Deamidation (NQ)",3201.807,987.9594,2902.314,2046.5723,1401.216,2044.7612,128.9967,75.57242,89.88495,1.00:0.31:0.91:0.64:0.44:0.64:0.04:0.02:0.03,2364.0269,1830.8499,98.15136,1.00:0.77:0.04,27749,"hypothetical membrane protein|267 AA"
1949,true,"MMAR_0165|MMAR_0165|conserved",2.79,9.32,4,3,"Deamidation (NQ)",835.50934,14840.623,4049.8662,3780.3677,2933.051,1846.6787,1761.8875,1503.586,1575.3575,1.00:17.76:4.85:4.52:3.51:2.21:2.11:1.80:1.89,6575.333,3125.9094,1613.6104,1.00:0.48:0.25,40876,"hypothetical transmembrane protein|366 AA"
1823,true,"MMAR_2086|MMAR_2086|oxidoreductase|287",34.67,15.03,5,3,"Oxidation (M)",280.55124,142.02716,228.58144,231.22449,106.09645,142.76399,1155.4025,2048.1582,1597.4463,1.00:0.51:0.81:0.82:0.38:0.51:4.12:7.30:5.69,217.05328,160.0283,1600.3357,1.00:0.74:7.37,30568,"AA"
1522,true,"MMAR_1915|MMAR_1915|conserved",19.48,29.60,7,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",27497.83,28845.352,18414.771,11411.818,11332.682,17289.684,10133.438,2781.1636,4636.046,1.00:1.05:0.67:0.42:0.41:0.63:0.37:0.10:0.17,24919.316,13344.728,5910.002,1.00:0.54:0.24,37248,"hypothetical protein|322 AA"
1986,true,"MMAR_5019|MMAR_5019|conserved",0.99,3.71,2,1,"Deamidation (NQ); Oxidation (M)",652.2087,103.45208,123.89543,306.9879,413.52393,307.8864,80.67406,107.45555,27308.479,1.00:0.16:0.19:0.47:0.63:0.47:0.12:0.16:41.87,293.1854,342.7994,9165.536,1.00:1.17:31.26,42047,"hypothetical protein|378 AA"
706,true,"MMAR_0142|ltp1_1|lipid-transfer",9.98,38.46,20,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",7660.062,7171.9243,6189.992,12568.898,11645.9375,8618.022,4165.013,6907.8594,9043.103,1.00:0.94:0.81:1.64:1.52:1.13:0.54:0.90:1.18,7007.326,10944.285,6705.325,1.00:1.56:0.96,41955,"protein Ltp1_1|404 AA"
2710,true,"MMAR_3347|MMAR_3347|conserved",1.27,17.06,3,2,"",802.8283,743.92694,1784.0267,2637.0593,401.73666,330.83795,2107.162,614.6536,1185.5366,1.00:0.93:2.22:3.28:0.50:0.41:2.62:0.77:1.48,1110.2606,1123.2113,1302.4508,1.00:1.01:1.17,18079,"hypothetical protein|171 AA"
442,true,"MMAR_4276|fadH|NADPH",19.30,41.10,28,20,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",11853.605,12586.067,11870.184,4165.6694,6974.459,7647.9023,7226.7197,7722.566,6561.467,1.00:1.06:1.00:0.35:0.59:0.65:0.61:0.65:0.55,12103.285,6262.677,7170.251,1.00:0.52:0.59,72575,"dependent 2,4-dienoyl-CoA reductase FadH|675 AA"
2649,true,"MMAR_2637|MMAR_2637|conserved",11.44,9.87,2,2,"",336.02002,1177.1893,1447.6052,402.11008,282.26743,290.13223,338.46194,299.47687,291.297,1.00:3.50:4.31:1.20:0.84:0.86:1.01:0.89:0.87,986.9382,324.83658,309.74527,1.00:0.33:0.31,16806,"hypothetical protein|153 AA"
1362,true,"MMAR_1515|MMAR_1515|conserved",34.60,42.80,12,7,"Carbamidomethylation; Deamidation (NQ)",6528.0503,5306.501,4984.6284,5504.0894,6618.085,8700.34,1656.3844,2341.9363,1768.3247,1.00:0.81:0.76:0.84:1.01:1.33:0.25:0.36:0.27,5606.393,6940.838,1922.2151,1.00:1.24:0.34,27707,"hypothetical membrane protein|265 AA"
1153,true,"MMAR_1521|MMAR_1521|conserved",25.31,54.23,12,7,"Acetylation (Protein N-term); Deamidation (NQ)",103358.08,97745.08,102390.98,117821.61,109759.98,116816.46,43460.03,19618.445,45496.59,1.00:0.95:0.99:1.14:1.06:1.13:0.42:0.19:0.44,101164.71,114799.35,36191.688,1.00:1.13:0.36,15796,"protein|143 AA"
2625,true,"MMAR_1471|nuoM|NADH",85.37,2.27,2,1,"",589.448,520.3412,406.09778,680.7691,740.0468,555.70557,0.0,0.0,0.0,1.00:0.88:0.69:1.15:1.26:0.94:0.00:0.00:0.00,533.16785,658.8405,0.0,1.00:1.24:0.00,56618,"dehydrogenase I (chain M) NuoM (NADH-ubiquinone oxidoreductase chain M)|529 AA"
2166,true,"MMAR_0418|MMAR_0418|conserved",103.43,13.27,1,1,"Carbamidomethylation; Deamidation (NQ)",0.0,0.0,0.0,279.54718,277.6208,232.19554,0.0,0.0,0.0,-:-:-:64.00:64.00:64.00:-:-:-,0.0,263.12115,0.0,-:64.00:-,23891,"Mce associated membrane protein|227 AA"
715,true,"MMAR_0722|MMAR_0722|conserved",29.92,50.00,14,8,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",34908.53,39450.24,39797.35,28025.262,25297.607,26587.531,25189.383,29032.59,27743.133,1.00:1.13:1.14:0.80:0.72:0.76:0.72:0.83:0.79,38052.04,26636.8,27321.701,1.00:0.70:0.72,18067,"hypothetical protein|175 AA"
2583,true,"MMAR_5268|cyp164A3|cytochrome",10.59,2.04,1,1,"Carbamidomethylation",1313.0131,129.43787,364.76852,712.59644,955.08875,491.73022,198.7445,119.04825,122.460014,1.00:0.10:0.28:0.54:0.73:0.37:0.15:0.09:0.09,602.4065,719.8051,146.75092,1.00:1.19:0.24,48698,"P450 164A3 Cyp164A3|443 AA"
776,true,"MMAR_0379|pntB|NAD(P)",24.03,21.73,13,9,"Deamidation (NQ); Oxidation (M)",3114.4329,3170.5308,2731.7627,5493.0923,5465.784,4100.5537,2597.1558,1508.8693,2189.3303,1.00:1.02:0.88:1.76:1.75:1.32:0.83:0.48:0.70,3005.5754,5019.81,2098.452,1.00:1.67:0.70,48372,"transhydrogenase (subunit beta) PntB|475 AA"
718,true,"MMAR_4072|glgB|1,4-alpha-glucan",23.60,18.06,12,10,"Deamidation (NQ); Oxidation (M)",33627.83,42774.133,45453.824,41566.67,31997.672,40477.312,4642.77,3501.578,15195.097,1.00:1.27:1.35:1.24:0.95:1.20:0.14:0.10:0.45,40618.594,38013.887,7779.8145,1.00:0.94:0.19,81444,"branching enzyme GlgB |732 AA"
1482,true,"MMAR_1248|sigF|alternate",37.81,14.50,6,3,"Deamidation (NQ); Oxidation (M)",1203.8263,1472.4924,1550.4856,3383.5112,3347.581,3448.641,4586.5005,4249.3716,3188.9663,1.00:1.22:1.29:2.81:2.78:2.86:3.81:3.53:2.65,1408.9348,3393.2446,4008.2793,1.00:2.41:2.84,29161,"RNA polymerase sigma factor SigF|263 AA"
1543,true,"MMAR_2234|MMAR_2234|conserved",32.65,31.09,9,4,"Deamidation (NQ); Oxidation (M)",6487.004,7304.124,9105.209,4016.9902,5397.5576,6734.4023,1532.5896,2335.4014,1648.477,1.00:1.13:1.40:0.62:0.83:1.04:0.24:0.36:0.25,7632.1123,5382.9834,1838.8226,1.00:0.71:0.24,29319,"hypothetical protein|268 AA"
3041,true,"MMAR_5074|lppH|conserved",93.78,12.18,1,1,"Carbamidomethylation",748.7142,1038.2213,881.27985,228.3417,211.72752,230.37209,0.0,0.0,0.0,1.00:1.39:1.18:0.30:0.28:0.31:0.00:0.00:0.00,889.4051,223.48044,0.0,1.00:0.25:0.00,25282,"lipoprotein LppH|239 AA"
3414,true,"MMAR_4417|MMAR_4417|conserved",59.69,5.43,1,1,"Oxidation (M)",0.0,0.0,0.0,91.028,116.98766,96.86933,63.579952,141.7537,68.73988,-:-:-:64.00:64.00:64.00:64.00:64.00:64.00,0.0,101.628334,91.35784,-:64.00:64.00,28111,"hypothetical membrane protein|259 AA"
470,true,"MMAR_5372|glfT|bifunctional",76.62,43.67,26,20,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",8310.933,8641.295,10117.529,13810.125,10421.123,11661.817,290.19226,266.0299,246.52406,1.00:1.04:1.22:1.66:1.25:1.40:0.03:0.03:0.03,9023.252,11964.3545,336.14502,1.00:1.33:0.04,70891,"UDP-galactofuranosyl transferase GlfT|633 AA"
1439,true,"MMAR_3574|MMAR_3574|hypothetical",63.18,46.31,9,6,"Carbamidomethylation; Deamidation (NQ)",14783.95,16825.012,15332.169,10045.368,9593.002,10468.505,2011.6698,1819.6428,2412.3208,1.00:1.14:1.04:0.68:0.65:0.71:0.14:0.12:0.16,15647.043,10035.625,2116.292,1.00:0.64:0.14,26503,"protein|245 AA"
2382,true,"MMAR_0180|mce6D|MCE-family",66.06,7.03,3,1,"Deamidation (NQ); Oxidation (M)",300.4712,175.584,121.996796,514.709,458.99335,530.5619,0.0,0.0,0.0,1.00:0.58:0.41:1.71:1.53:1.77:0.00:0.00:0.00,199.35066,501.42142,0.0,1.00:2.52:0.00,39596,"protein Mce6D|371 AA"
696,true,"MMAR_2089|MMAR_2089|conserved",22.66,60.53,21,13,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",23743.818,23403.873,22552.582,24250.107,21267.945,22403.61,16595.258,17942.107,13280.539,1.00:0.99:0.95:1.02:0.90:0.94:0.70:0.76:0.56,23233.424,22640.553,15939.303,1.00:0.97:0.69,21326,"protein|191 AA"
538,true,"MMAR_3737|fadE17_1|acyl-CoA",49.40,49.48,25,16,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",46250.793,56590.8,54654.754,28138.174,24534.562,27085.207,4919.675,7564.0234,4539.7573,1.00:1.22:1.18:0.61:0.53:0.59:0.11:0.16:0.10,52498.78,26585.98,5727.322,1.00:0.51:0.11,42525,"dehydrogenase FadE17_1|389 AA"
319,true,"MMAR_5386|serS|seryl-tRNA",48.95,51.55,38,23,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",20738.094,23583.934,34665.117,19095.691,18664.305,18814.465,3931.5667,3770.9763,3361.1687,1.00:1.14:1.67:0.92:0.90:0.91:0.19:0.18:0.16,26329.047,18858.152,3736.1562,1.00:0.72:0.14,45191,"synthetase SerS|420 AA"
651,true,"MMAR_2440|MMAR_2440|iron-regulated",8.00,95.21,24,16,"Acetylation (Protein N-term); Deamidation (NQ)",216879.06,148329.28,207842.0,190327.47,173774.6,168878.0,246835.69,224365.77,206981.03,1.00:0.68:0.96:0.88:0.80:0.78:1.14:1.03:0.95,191016.78,177660.02,226060.83,1.00:0.93:1.18,15191,"conserved protein|147 AA"
945,true,"MMAR_1952|MMAR_1952|short-chain",15.97,45.38,14,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",11287.722,11307.765,11319.229,9360.336,8722.617,9489.132,6212.8853,9291.888,5356.5923,1.00:1.00:1.00:0.83:0.77:0.84:0.55:0.82:0.47,11304.905,9190.695,6982.794,1.00:0.81:0.62,26897,"type dehydrogenase/reductase|261 AA"
54,true,"MMAR_5412|gltD|NADH-dependent",62.10,84.63,69,48,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",68815.836,71874.055,69095.45,77606.13,76170.484,73220.05,22159.531,19819.32,17620.527,1.00:1.04:1.00:1.13:1.11:1.06:0.32:0.29:0.26,69928.445,75715.1,19866.459,1.00:1.08:0.28,53205,"glutamate synthase (small subunit) GltD|489 AA"
165,true,"MMAR_2504|pyrG|CTP",54.62,59.86,42,28,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",157546.95,167710.92,157274.64,90845.1,82408.5,89919.93,41778.234,35508.887,46127.332,1.00:1.06:1.00:0.58:0.52:0.57:0.27:0.23:0.29,160844.19,87724.51,41138.152,1.00:0.55:0.26,63699,"synthase, PyrG|584 AA"
2192,true,"MMAR_3021|lppI|lipoprotein",28.73,33.63,5,4,"Carbamidomethylation",1077.825,1337.3677,1106.1143,2311.2573,2105.1655,1267.7693,556.5713,524.88403,639.07825,1.00:1.24:1.03:2.14:1.95:1.18:0.52:0.49:0.59,1173.7689,1894.7307,573.5112,1.00:1.61:0.49,22982,"LppI|227 AA"
1666,true,"MMAR_5568|rpmH|50S",22.40,17.02,4,3,"Deamidation (NQ)",16055.5205,15932.136,15634.04,8377.685,9415.533,9244.365,7664.201,12337.76,8562.359,1.00:0.99:0.97:0.52:0.59:0.58:0.48:0.77:0.53,15873.898,9012.527,9521.44,1.00:0.57:0.60,5515,"ribosomal protein L34 RpmH|48 AA"
2566,true,"MMAR_0554|MMAR_0554|sulfatase|466",2.13,3.66,3,2,"Deamidation (NQ)",388.87646,572.7091,326.72064,563.8537,432.316,81.015915,318.9605,1079.7999,353.53784,1.00:1.47:0.84:1.45:1.11:0.21:0.82:2.78:0.91,429.4354,359.0619,584.0994,1.00:0.84:1.36,50723,"AA"
2523,true,"MMAR_1811|fdhD|formate",0.61,3.66,2,1,"",122.038635,76.47568,99.16823,166.50676,128.40857,82.25534,47.613457,130.30775,292.89767,1.00:0.63:0.81:1.36:1.05:0.67:0.39:1.07:2.40,99.227516,125.72356,156.93964,1.00:1.27:1.58,28698,"dehydrogenase family accessory protein, FdhD|274 AA"
1353,true,"MMAR_3959|MMAR_3959|two",20.41,46.33,12,7,"Deamidation (NQ); Oxidation (M)",6021.68,7918.2886,8041.5312,5534.1655,3795.4033,4262.633,4118.514,4487.5195,3536.317,1.00:1.31:1.34:0.92:0.63:0.71:0.68:0.75:0.59,7327.1665,4530.734,4047.45,1.00:0.62:0.55,23505,"component transcriptional regulatory protein |219 AA"
30,true,"MMAR_1251|accA3|bifunctional",65.73,65.49,92,56,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; more",464566.75,397426.88,446089.4,207818.75,263357.88,248043.66,47614.43,46270.08,51675.5,1.00:0.86:0.96:0.45:0.57:0.53:0.10:0.10:0.11,436189.0,239740.1,48520.0,1.00:0.55:0.11,63707,"protein acetyl-/propionyl-coenzyme a carboxylase (alpha chain) AccA3|598 AA"
3002,true,"MMAR_3526|MMAR_3526|conserved",1.83,6.88,1,1,"Carbamidomethylation; Oxidation (M)",180.36537,23100.621,127.94857,395.20963,145.9662,728.76404,1155.5094,3294.8435,707.25134,1.00:64.00:0.71:2.19:0.81:4.04:6.41:18.27:3.92,7802.9785,423.3133,1719.2014,1.00:0.05:0.22,37961,"hypothetical protein|350 AA"
1697,true,"MMAR_0031|MMAR_0031|conserved",17.78,38.00,9,6,"Carbamidomethylation",3446.8691,4813.107,4543.117,1967.1328,2845.6182,2063.3362,4915.927,4827.9644,3168.0933,1.00:1.40:1.32:0.57:0.83:0.60:1.43:1.40:0.92,4267.6978,2292.029,4303.9946,1.00:0.54:1.01,26087,"hypothetical protein|251 AA"
737,true,"MMAR_2309|udgL|UDP-glucose",35.94,39.71,21,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",37121.355,46330.63,37043.703,30557.285,26211.195,27385.473,15530.563,19042.75,14730.909,1.00:1.25:1.00:0.82:0.71:0.74:0.42:0.51:0.40,40165.23,28051.316,16434.74,1.00:0.70:0.41,46170,"6-dehydrogenase, UdgL|419 AA"
1814,true,"MMAR_0907|menH|ubiquinone/menaquinone",2.61,31.17,6,5,"Oxidation (M)",27789.59,2185.8315,34221.26,30376.293,23936.117,20514.113,31056.834,31121.26,22892.674,1.00:0.08:1.23:1.09:0.86:0.74:1.12:1.12:0.82,21398.895,24942.176,28356.922,1.00:1.17:1.33,25038,"methlytransferase, MenH|232 AA"
485,true,"MMAR_2411|trpE|anthranilate",10.84,35.16,26,17,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",25550.035,25151.602,23445.373,29827.273,26544.037,28978.771,21619.559,15684.9375,25109.441,1.00:0.98:0.92:1.17:1.04:1.13:0.85:0.61:0.98,24715.672,28450.027,20804.646,1.00:1.15:0.84,55375,"synthase component I TrpE|513 AA"
845,true,"MMAR_5217|katE|catalase",20.39,40.25,12,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",14343.876,7938.425,15335.384,5015.312,7388.0107,4157.814,3213.5776,4632.9814,4383.792,1.00:0.55:1.07:0.35:0.52:0.29:0.22:0.32:0.31,12539.228,5520.379,4094.4182,1.00:0.44:0.33,54706,"KatE|483 AA"
514,true,"MMAR_3510|echA8_5|enoyl-CoA",30.48,58.91,20,12,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",14209.829,15500.64,14274.937,14152.969,13040.525,13454.708,9224.172,7927.772,6378.2134,1.00:1.09:1.00:1.00:0.92:0.95:0.65:0.56:0.45,14661.801,13549.4,8021.8047,1.00:0.92:0.55,27775,"hydratase, EchA8_5|259 AA"
1824,true,"MMAR_0407|MMAR_0407|conserved",25.18,45.75,6,5,"Oxidation (M)",10811.025,10012.051,9608.1875,14376.684,13216.643,14199.723,6552.2515,7489.0576,4230.9536,1.00:0.93:0.89:1.33:1.22:1.31:0.61:0.69:0.39,10143.755,13931.017,6124.599,1.00:1.37:0.60,16698,"protein|154 AA"
1508,true,"MMAR_2958|mimD|macrophage",15.40,11.08,10,6,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",2673.272,1269.9028,1704.9257,3018.934,3625.02,3022.252,1254.55,815.6708,1810.2795,1.00:0.48:0.64:1.13:1.36:1.13:0.47:0.31:0.68,1882.7002,3222.0688,1342.137,1.00:1.71:0.71,83131,"infection protein, MimD|732 AA"
1187,true,"MMAR_0404|lipW|esterase",47.99,48.88,10,9,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M)",5621.264,6096.2275,7540.42,3852.0725,4092.1016,3760.209,1474.7069,1708.9768,1806.4333,1.00:1.08:1.34:0.69:0.73:0.67:0.26:0.30:0.32,6419.3037,3901.461,1663.3723,1.00:0.61:0.26,33485,"LipW|314 AA"
2058,true,"MMAR_4081|alkA|Ada",4.72,8.91,3,3,"Carbamidomethylation; Deamidation (NQ)",6586.051,245.39835,311.1791,1043.4131,858.7026,6368.781,333.22293,236.52654,498.3797,1.00:0.04:0.05:0.16:0.13:0.97:0.05:0.04:0.08,2380.876,2756.9653,356.04303,1.00:1.16:0.15,55345,"regulatory protein AlkA|506 AA"
86,true,"MMAR_1034|rplB|50S",54.11,71.07,39,30,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",316224.62,409149.66,430961.4,291452.7,233799.94,250942.25,39018.414,25335.414,30604.47,1.00:1.29:1.36:0.92:0.74:0.79:0.12:0.08:0.10,385445.22,258731.62,31652.766,1.00:0.67:0.08,30458,"ribosomal protein L2, RplB|281 AA"
1631,true,"MMAR_4915|cyp126A3|cytochrome",10.82,15.07,4,4,"Carbamidomethylation",1321.5209,622.9689,621.1411,495.32144,872.5835,4547.276,85.96103,550.4618,99.902405,1.00:0.47:0.47:0.37:0.66:3.44:0.07:0.42:0.08,855.2103,1971.7269,258.13348,1.00:2.31:0.30,46049,"P450 126A3 Cyp126A3|419 AA"
2693,true,"MMAR_5154|dppA|periplasmic",8.43,7.98,2,2,"",374.50092,2996.4126,1213.023,1730.1863,1360.9437,1816.2715,131.84183,189.83823,1178.8094,1.00:8.00:3.24:4.62:3.63:4.85:0.35:0.51:3.15,1527.9788,1635.8005,500.16318,1.00:1.07:0.33,58396,"dipeptide-binding lipoprotein DppA|540 AA"
2408,true,"MMAR_1153|acrA1|short-chain",56.49,3.43,1,1,"",168.66737,100.904755,58.425476,0.0,0.0,0.0,0.0,0.0,0.0,1.00:0.60:0.35:0.00:0.00:0.00:0.00:0.00:0.00,109.332535,0.0,0.0,1.00:0.00:0.00,73126,"dehydrogenase, AcrA1|671 AA"
378,true,"MMAR_2125|ppiB|peptidyl-prolyl",46.10,52.20,14,8,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",47352.164,49961.03,51399.777,21187.69,21609.63,17898.361,15119.841,15137.25,19164.633,1.00:1.06:1.09:0.45:0.46:0.38:0.32:0.32:0.40,49570.992,20231.895,16473.906,1.00:0.41:0.33,30964,"cis-trans isomerase B PpiB|296 AA"
1489,true,"MMAR_2209|lipI|lipase",20.29,38.27,13,8,"Carbamidomethylation; Oxidation (M)",6516.729,7834.3516,5082.585,11913.505,10018.435,11410.882,10523.439,8593.125,10001.521,1.00:1.20:0.78:1.83:1.54:1.75:1.61:1.32:1.53,6477.8887,11114.273,9706.029,1.00:1.72:1.50,34378,"LipI|325 AA"
1812,true,"MMAR_2378|treY|maltooligosyltrehalose",4.32,6.80,7,4,"Carbamidomethylation; Deamidation (NQ)",1417.7842,1287.015,1223.4437,791.38715,1434.8291,1096.2334,1004.871,1785.9535,1904.7817,1.00:0.91:0.86:0.56:1.01:0.77:0.71:1.26:1.34,1309.4143,1107.4832,1565.2021,1.00:0.85:1.20,83259,"synthase TreY |766 AA"
2423,true,"MMAR_4482|MMAR_4482|methyltransferase|229",13.02,24.12,3,3,"",816.2546,1101.5786,1749.5958,1172.8436,1309.8624,1761.3926,1685.5659,4354.4033,3873.4194,1.00:1.35:2.14:1.44:1.60:2.16:2.07:5.33:4.75,1222.4763,1414.6996,3304.463,1.00:1.16:2.70,24742,"AA"
641,true,"MMAR_2039|hemY|protoporphyrinogen",5.96,55.16,24,16,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",10061.033,11122.724,9767.789,9261.581,10759.59,8800.399,3626.78,12653.527,4634.478,1.00:1.11:0.97:0.92:1.07:0.87:0.36:1.26:0.46,10317.183,9607.19,6971.595,1.00:0.93:0.68,47225,"oxidase HemY |456 AA"
2158,true,"MMAR_0648|MMAR_0648|ketoacyl",0.13,24.12,4,3,"",698.36926,72.37878,661.51697,378.01355,402.9282,347.20288,665.5594,123.44295,687.76556,1.00:0.10:0.95:0.54:0.58:0.50:0.95:0.18:0.98,477.42166,376.04822,492.25598,1.00:0.79:1.03,26898,"reductase|258 AA"
648,true,"MMAR_3851|scoA|succinyl-CoA:3-ketoacid-coenzyme",48.26,69.35,17,12,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",32349.994,34271.758,32667.545,9898.965,9633.116,8914.544,4633.965,2964.9783,5002.228,1.00:1.06:1.01:0.31:0.30:0.28:0.14:0.09:0.15,33096.43,9482.209,4200.39,1.00:0.29:0.13,26355,"a transferase (alpha subunit) ScoA |249 AA"
2544,true,"MMAR_3302|MMAR_3302|conserved",0.75,11.15,3,2,"",152.10136,8228.405,520.19855,1794.0627,1693.3379,1538.9934,310.8757,5577.9033,461.41232,1.00:54.10:3.42:11.80:11.13:10.12:2.04:36.67:3.03,2966.9016,1675.4647,2116.7305,1.00:0.56:0.71,29905,"hypothetical protein|270 AA"
2164,true,"MMAR_1175|MMAR_1175|oxidoreductase|398",41.80,7.30,4,2,"",1550.013,1379.2566,1523.1903,2758.0361,3111.2393,3535.0342,762.40765,654.7476,976.3646,1.00:0.89:0.98:1.78:2.01:2.28:0.49:0.42:0.63,1484.1532,3134.7698,797.83997,1.00:2.11:0.54,42966,"AA"
2186,true,"MMAR_4941|phoR|two",30.81,14.55,5,3,"Oxidation (M)",1670.8318,1587.0782,1447.248,929.6738,588.3696,1198.2463,385.6776,334.26215,441.5965,1.00:0.95:0.87:0.56:0.35:0.72:0.23:0.20:0.26,1568.386,905.42993,429.53107,1.00:0.58:0.27,51223,"component system response phosphate sensor kinase, PhoR|482 AA"
